title,description,category,price_type,price,age_range,address,latitude,longitude,image_url,image_source,date,time,phone,website,has_deal,deal_description,deal_expiry,tags,metro_area,schema_version
Holy Land,"Iconic Middle Eastern deli, bakery and grocery in Northeast with a hot-food counter (shawarma, falafel, hummus, fresh pita) and a market to explore.",restaurants,Varies,,family,"2513 Central Ave NE, Minneapolis, MN 55418",45.03574,-93.24719,https://images.pexels.com/photos/21370021/pexels-photo-21370021.jpeg,curated_category,,,,https://www.holylandbrand.com,False,,,"family-dining,middle-eastern,mediterranean,deli,market,multicultural,kids,family,minneapolis,twin-cities,persian,international","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Bole Ethiopian Cuisine,"Family-run Ethiopian restaurant where you eat with injera instead of utensils — hands-on, shareable platters make a fun, interactive meal for kids. Closed Mondays.",restaurants,Varies,,family,"1341 Pascal St N, St. Paul, MN 55108",44.98172,-93.16209,https://images.pexels.com/photos/28442529/pexels-photo-28442529.jpeg,curated_category,,,,https://www.boleethiopian.com,False,,,"family-dining,ethiopian,east-african,multicultural,kids,family,st-paul,twin-cities,is_seed","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Mama Safia's Kitchen,"Family-run Somali/East African restaurant near Midtown serving sambusas, rice dishes and mild, kid-approachable flavors in a welcoming setting.",restaurants,Varies,,family,"720 E Lake St, Minneapolis, MN 55407",44.94865,-93.2636,https://static.wixstatic.com/media/fc61f2_9fc030aa9bc84248a107964b744e9194~mv2.png,curated,,,,https://www.mamasafiakitchen.com/,False,,,"family-dining,somali,east-african,multicultural,kids,family,minneapolis,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Kramarczuk's East European Deli,"Historic Northeast Ukrainian/Eastern European deli (since 1954) with sausages, pierogi and cabbage rolls served cafeteria-style — walk the line, point, and go.",restaurants,Varies,,family,"215 E Hennepin Ave, Minneapolis, MN 55414",44.98784,-93.25727,https://kramarczuks.com/images/made/images/uploads/home-banner_1920_938_80_c1.jpg,curated,,,,https://www.kramarczuks.com,False,,,"family-dining,ukrainian,eastern-european,deli,multicultural,kids,family,minneapolis,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Black Forest Inn,"Longtime German restaurant (since 1965) with schnitzel, spaetzle and a leafy beer garden — a relaxed, kid-welcoming daytime/dinner spot.",restaurants,Varies,,family,"1 E 26th St, Minneapolis, MN 55404",44.95538,-93.27762,https://images.pexels.com/photos/27866922/pexels-photo-27866922.jpeg,curated_category,,,,https://www.blackforestinnmpls.com,False,,,"family-dining,german,european,multicultural,kids,family,minneapolis,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
FIKA at the American Swedish Institute,Nordic cafe inside the American Swedish Institute (a castle-like museum) serving Scandinavian small plates and pastries — pair a kid-friendly meal with a museum visit.,restaurants,Varies,,family,"2600 Park Ave, Minneapolis, MN 55407",44.95499,-93.26608,https://asimn.org/wp-content/uploads/2025/01/FIKA-stairs-and-front-desk.png,curated,,,,https://www.asimn.org/fika-cafe,True,Free admission for up to 2 with MELSA smARTpass (library card); free for ages 5 and under and members,,"family-dining,nordic,scandinavian,swedish,cafe,multicultural,kids,family,minneapolis,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Minnesota's Largest Candy Store,"Legendary destination candy barn with aisles of thousands of candies, sodas and novelties — a classic family road-trip stop south of the metro. Seasonal: typically mid-April through November; confirm current hours.",restaurants,Varies,,family,"20430 Johnson Memorial Dr, Jordan, MN 55352",44.65415,-93.6851,https://minnesotaslargestcandystore.com/wp-content/uploads/2023/05/o-7.jpg,curated,,,,https://minnesotaslargestcandystore.com,False,,,"family-dining,candy,sweets,dessert,destination,seasonal,kids,family,jordan,outstate/day-trip","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Candyland - Minneapolis,Old-fashioned candy-and-popcorn shop (since 1932) famous for its Chicago Mix popcorn plus retro candies.,restaurants,Varies,,family,"27 S 7th St, Minneapolis, MN 55402",44.9775,-93.27393,https://candylandstore.com/wp-content/uploads/2016/08/Candyland-Web-16.jpg,curated,,,,https://candylandstore.com,False,,,"family-dining,candy,sweets,popcorn,dessert,kids,family,minneapolis,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Abdallah Candies,"Minnesota's premier family chocolatier (since 1909) — retail store/factory shop with chocolates, sea-salt caramels and samples.",restaurants,Varies,,family,"6075 147th St W, Apple Valley, MN 55124",44.73522,-93.21788,https://www.abdallahcandies.com/wp-content/uploads/2023/03/2295.jpg,curated,,,,https://www.abdallahcandies.com,False,,,"family-dining,candy,sweets,chocolate,dessert,kids,family,apple-valley,south-metro,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Regina's Candies,Three generations of homemade chocolates and candies since 1926 — the largest handmade-chocolate selection in the Twin Cities.,restaurants,Varies,,family,"2073 St Clair Ave, St. Paul, MN 55105",44.93441,-93.18835,https://reginascandies.com/cdn/shop/files/homepage.jpg,curated,,,,https://www.reginascandies.com,False,,,"family-dining,candy,sweets,chocolate,dessert,kids,family,st-paul,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Lions Tap,"Iconic burgers-only family restaurant on the Minnesota River since 1977 — a beloved, no-frills, kid-perfect burger stop.",restaurants,Varies,$$,family,"16180 Flying Cloud Dr, Eden Prairie, MN 55347",44.81825,-93.48313,https://images.pexels.com/photos/27866922/pexels-photo-27866922.jpeg,curated_category,,,,https://lionstap.com,False,,,"family-dining,burgers,american,kids-menu,kids,family,eden-prairie,west-metro,twin-cities,burger,minneapolis,family-friendly","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Davanni's Pizza & Hot Hoagies - Minneapolis (Riverside),"A quintessential Twin Cities family pizza-and-hoagies spot (since 1975) — casual, quick and kid-friendly, with pizza, hot hoagies and pasta.",restaurants,Varies,,family,"2500 Riverside Ave, Minneapolis, MN 55454",44.96563,-93.23594,https://saint-paul-2022.s3.amazonaws.com/imager/files_idss_com/C17/568613ba-d7e9-4b91-9c6a-aa5eca2030c2/831e782c-e579-46c2-9251-92b64594a186_2a23813dca470163f0b2610639f888f1.jpg,curated,,,,https://www.davannis.com,False,,,"family-dining,pizza,hoagies,kids,family,twin-cities,minneapolis","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
The Burrow,"Multi-location entertainment venue with arcades, pinball, sports simulators, laser tag, ropes course (Oakdale), foosball and axe-throwing 11+ (Victoria). Kids' menu and live music.",restaurants,Varies,$5-20,"Kids, Families, Teens","Oakdale & Victoria, MN",44.858574,-93.661627,https://images.squarespace-cdn.com/content/v1/625dc310a5f56823b78f4a6c/2f840778-1a5e-4230-a955-7ae2628c46a9/img7258*1200xx3648-3648-912-0.jpg,curated,,All day,,https://theburrowmn.com,False,,,"family-dining,arcade,laser-tag,game,kids-menu,twin-cities,play-area,all-ages,oakdale,victoria,paid","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Pinstripes,"Bowling and bocce ball gaming with grilled flatbreads, pizza, housemade pastas, and kids menu",restaurants,Paid,$$,all ages,"Minneapolis, MN",44.87026,-93.32731,https://d3k81ch9hvuctc.cloudfront.net/company/Rgru5C/images/9f86b652-f5f3-40e1-92d5-30c3724f8c7d.jpeg,curated,,,,https://pinstripes.com/edina/,False,,,"family-dining,arcade,kids-menu,pizza,minneapolis,games,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Tamarack Tap Room,"Family-friendly spot with a recurring kids-eat-free deal. One free kids' meal per adult entrée purchase, every Monday",restaurants,Varies,,family,"8418 Tamarack Village, Woodbury, MN 55125",44.940841,-92.937276,https://static.spotapps.co/spots/c6/152e546cdf4e65bc888e894e1ea047/:original,curated,,,(651) 330-2889,https://tamaracktaproom.com/,True,"One free kids' meal per adult entrée purchase, every Monday",,"family-dining,taproom,kids-menu,kids-eat-free,recurring,monday,woodbury,twin-cities,kids,family,east-metro","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Agra Culture Kitchen at Mia,"Café with a kids' menu; the play draw is Mia's adjacent Family Center / Family Room, where you can bring your coffee (museum admission is free).",restaurants,Varies,,,"2400 3rd Ave S, inside the Minneapolis Institute of Art, Minneapolis, MN",44.977300,-93.265469,https://images.getbento.com/accounts/72d562030d8cff7a702e285753b036ed/media/images/37733Agra-Minneapolis-Art-Institute-Location.jpg,curated,,,,https://www.agra-culture.com/location/minneapolis-institute-of-art-mia/,True,Free or discounted admission for up to two people with a participating Twin Cities library card,,"family-dining,play-area,coffee,kids,family","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Littles and Lattes Play Cafe,"Play café with pretend storefronts, train table, and climbers; open Mon–Sat 9am–3pm.",restaurants,Varies,,"babies, toddlers, preschool","15670 Edgewood Dr, Suite 120, Baxter, MN",44.977300,-93.265469,https://images.pexels.com/photos/5373242/pexels-photo-5373242.jpeg,curated_category,,,,,False,,,"family-dining,play-cafe,play-area,coffee,toddlers,preschool,brainerd,minneapolis,babies","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Mugshots Coffee Company,"Kid-friendly coffeehouse (roomy, kid seating; featured by Minnesota Parent) — casual kids' space rather than a full play room. Open daily.",restaurants,Varies,,,"10518 France Ave S, 55431, Bloomington, MN",44.812945,-93.329652,https://7232beea18277c22585d.cdn6.editmysite.com/uploads/b/7232beea18277c22585d4425cb294a211a4e782fdf92fc0662c019f0d10fc06d/2022-11-05_15-29-52_1667680232_1712630318.jpg,curated,,,,https://www.mugshotscoffeeco.com/,False,,,"family-dining,play-area,coffee,toddlers,preschool,kids","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Mocha Momma's Coffee,Coffee shop whose play draw is the library children's section across the hall; open Mon–Sat.,restaurants,Varies,,,"300 Nicollet Mall, inside Minneapolis Central Library, Minneapolis, MN",44.977300,-93.265469,https://images.pexels.com/photos/5990494/pexels-photo-5990494.jpeg,curated_category,,,,https://hclib.bibliocommons.com/events/6a5aa01a82c03c5c17d8c09d,False,,,"family-dining,play-area,coffee,kids,family","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Angel Food Bakery (formerly Amy's Cupcake Shoppe),"Bakery/café with a kids' play corner (play kitchen, dress-up capes) and a kitchen counter where kids watch bakers; recently rebranded from Amy's Cupcake Shoppe but keeps the kids' area — verify the current operating name each run.",restaurants,Varies,,,"701 Mainstreet, Hopkins, MN",44.924488,-93.408988,https://images.squarespace-cdn.com/content/v1/5685a06669492ea07bb9b05d/1566942790718-NSN862GM7B8WHOKONRPI/AFB-9173.jpg?format=1500w,curated,,,,https://www.angelfoodmn.com/hopkins,False,,,"family-dining,play-area,coffee,dessert,toddlers,preschool,kids","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Snuffy's Malt Shop,"Classic malt shop and diner with ice cream, burgers, and retro family dining atmosphere",restaurants,Varies,,"toddlers, preschool, kids, tweens, teens","Minneapolis area, Minnesota",44.82624,-93.29916,https://static.wixstatic.com/media/002c78_a18dd6fd776e43688801fd6656dd0ed0~mv2_d_4000_2667_s_4_2.jpg,curated,,,,https://www.snuffysmaltshops.com/,False,,,"minneapolis,family-dining,dessert,kids-menu","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Red Cow,"Gourmet burger restaurant with signature Red Cow Grind burgers, plant-based options, craft beers, corn dogs, mini doughnuts, kid-friendly slider versions",restaurants,Varies,,"preschool, kids, tweens, teens, all-ages",Multiple Twin Cities locations,44.95467,-93.29729,https://redcowmn.com/wp-content/uploads/2018/05/redcow.png,curated,,,,https://redcowmn.com/,False,,,"minneapolis,st-paul,family-dining,kids-menu,burgers,casual-dining","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Fox Den Board Game Cafe,"Board game cafe with board game play included, food and beverage service, family-friendly play-and-dine concept",restaurants,Varies,,"preschool, kids, tweens, teens, all-ages","Twin Cities area, Minnesota",44.77842,-93.28040,https://irp.cdn-website.com/0a30242d/dms3rep/multi/opt/Fox+Den+Board+Game+Cafe+19-1920w.jpeg,curated,,,,https://foxdenbgc.com/,False,,,"minneapolis,family-dining,kids-menu,arcade","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Pizza Luce,"Multi-location pizzeria with casual family-friendly atmosphere, staff aware of food allergies",restaurants,Paid,,All ages,"119 N 4th St, Minneapolis, MN 55401",44.981722,-93.273459,https://marvel-b1-cdn.bc0a.com/f00000000225310/pizzaluce.com/uploads/stpaul-exterior.jpg,curated,,,,https://pizzaluce.com/,False,,,"family-dining,pizza,kids-menu,allergy-aware,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Parkway Pizza - Longfellow,"Neighborhood pizza shop; casual, kid-friendly, with a family menu.",restaurants,Varies,,family,"4359 Minnehaha Ave, Minneapolis, MN 55406",44.924136,-93.217086,https://images.squarespace-cdn.com/content/v1/582a7e11579fb307c6f3be25/1598211317706-VWKSYI1EOFBGNUH5U1PG/NE+Front.jpeg,curated,,,612-729-9090,https://www.parkwaypizzamn.com/,False,,,"family-dining,pizza,kids,family,twin-cities,minneapolis","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Snuffy's Malt Shop — Bloomington,"Classic old-fashioned malt shop (since 1955) — hand-dipped malts & shakes, burgers, hot dogs, fries; a multi-generational kid favorite.",restaurants,Varies,,family,"1200 W 98th St, Bloomington, MN 55431",44.826242,-93.299162,https://images.pexels.com/photos/33694865/pexels-photo-33694865.jpeg,curated,,,952-888-1018,https://www.snuffysmaltshops.com/,False,,,"family-dining,malts,burgers,diner,dessert,kids-menu,kids,family,twin-cities,bloomington,ice-cream,vintage-theme","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Fox Den Board Game Cafe — Eagan,"Family-friendly board game café with a huge library of games to play while you eat — great for older kids, teens and family game nights.",restaurants,Paid,,All ages,"Eagan, MN 55122",44.818173,-93.165918,https://images.pexels.com/photos/17429503/pexels-photo-17429503.jpeg,curated_category,,,,https://foxdencafe.com,False,,,"family-dining,play-area,south-metro","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Tailgate Sports Cafe,Sports bar with a recurring kids-eat-free deal on Saturdays.,restaurants,Paid,$$,0-12,"6050 Nicollet Ave S, Minneapolis, MN 55419",44.8905,-93.2786,https://live.staticflickr.com/3460/3356280111_15444bde5e.jpg,curated,,Sat 11am-9pm,612-861-5600,https://www.tailgatesportscafe.com/specials,True,"Kids eat free, Saturdays 11am-9pm, one child per paying adult",,"kids-eat-free,recurring,family-dining,sports-bar,saturday,minneapolis,twin-cities,kids-menu,kids,family","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Angel Food Bakery,Hopkins bakery known for donuts and family-friendly treats.,restaurants,Varies,,all,"701 Mainstreet, Hopkins, MN 55343",44.924488,-93.408988,https://images.squarespace-cdn.com/content/v1/5685a06669492ea07bb9b05d/1566942790718-NSN862GM7B8WHOKONRPI/AFB-9173.jpg?format=1500w,curated,,,,https://www.angelfoodmn.com/hopkins,False,,,"family-dining,bakery,coffee,treats,hopkins,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Pinstripes Edina,"Bistro with bowling and bocce. Kids menu available. Lightweight bowling balls, ramps, and bumpers for kids. Kids and teen birthday party packages. Made-from-scratch Italian-American cuisine.",restaurants,Paid,,all_ages,"3849 Gallagher Dr, Edina, MN 55435",44.8956,-93.3167,https://d3k81ch9hvuctc.cloudfront.net/company/Rgru5C/images/9f86b652-f5f3-40e1-92d5-30c3724f8c7d.jpeg,curated,,5pm-close,952-835-6440,https://www.pinstripes.com/edina,True,Kids Nights offering kids meal and game deal with purchase of adult meal,,"family-dining,arcade,bowling,kids-menu,family-entertainment","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Minnesota Children's Museum St. Paul,"Museum with 11 unique kid-powered play spaces for hands-on learning and family fun. Outside food and picnics welcome, plus on-site dining available. Tuesday-Thursday 9am-5pm, Friday 9am-8pm, Saturday 9am-6pm, Sunday 9am-5pm.",restaurants,Paid,varies,all-ages,"St. Paul, MN",44.949749,-93.093103,https://images.pexels.com/photos/1620675/pexels-photo-1620675.jpeg,curated_category,,"Tue-Thu 9AM-5PM, Fri 9AM-8PM, Sat 9AM-6PM, Sun 9AM-5PM",,https://mcm.org,True,Free First Sundays with advance sign-up; free admission for up to 2 with MELSA smARTpass; free or reduced admission via Play for All for families at or below 200% of the poverty level,,"st-paul,museum,kids-activities,indoor-play,educational,family-destination","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Snuffy's Malt Shop — Edina,"Classic old-fashioned malt shop (since 1955) — hand-dipped malts & shakes, burgers, hot dogs, fries; a multi-generational kid favorite.",restaurants,Varies,,family,"4502 Valley View Rd, Edina, MN 55424",44.892353,-93.339703,https://images.pexels.com/photos/33694865/pexels-photo-33694865.jpeg,curated,,,952-920-0949,https://www.snuffysmaltshops.com/,False,,,"family-dining,malts,burgers,diner,dessert,kids-menu,kids,family,twin-cities,edina,ice-cream,vintage-theme","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Snuffy's Malt Shop — Minnetonka,"Classic old-fashioned malt shop (since 1955) — hand-dipped malts & shakes, burgers, hot dogs, fries; a multi-generational kid favorite.",restaurants,Varies,,family,"17519 Minnetonka Blvd, Minnetonka, MN 55345",44.941929,-93.501217,https://images.pexels.com/photos/33694865/pexels-photo-33694865.jpeg,curated,,,952-475-1850,https://www.snuffysmaltshops.com/,False,,,"family-dining,malts,burgers,diner,dessert,kids-menu,kids,family,twin-cities,minnetonka,ice-cream,vintage-theme","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Parkway Pizza - Northeast Minneapolis,"Neighborhood pizza shop; casual, kid-friendly, with a family menu.",restaurants,Varies,,family,"2851 Johnson St NE, Minneapolis, MN 55418",45.019553,-93.237,https://images.squarespace-cdn.com/content/v1/582a7e11579fb307c6f3be25/1598211317706-VWKSYI1EOFBGNUH5U1PG/NE+Front.jpeg,curated,,,612-788-1442,https://www.parkwaypizzamn.com/,False,,,"family-dining,pizza,kids,family,twin-cities,minneapolis","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Parkway Pizza - St. Louis Park,"Neighborhood pizza shop; casual, kid-friendly, with a family menu.",restaurants,Varies,,family,"6325 Minnetonka Blvd, St. Louis Park, MN 55416",44.949511,-93.359772,https://images.squarespace-cdn.com/content/v1/582a7e11579fb307c6f3be25/1598211317706-VWKSYI1EOFBGNUH5U1PG/NE+Front.jpeg,curated,,,952-929-0095,https://www.parkwaypizzamn.com/,False,,,"family-dining,pizza,kids,family,twin-cities,st-louis-park","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Parkway Pizza - Roseville,"Neighborhood pizza shop; casual, kid-friendly, with a family menu.",restaurants,Varies,,family,"1909 Lexington Ave N, St. Paul, MN 55113",44.913344,-93.146913,https://images.squarespace-cdn.com/content/v1/582a7e11579fb307c6f3be25/1598211317706-VWKSYI1EOFBGNUH5U1PG/NE+Front.jpeg,curated,,,651-493-4360,https://www.parkwaypizzamn.com/,False,,,"family-dining,pizza,kids,family,twin-cities,roseville","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Candyland - St. Paul,Old-fashioned candy-and-popcorn shop (since 1932) famous for its Chicago Mix popcorn plus retro candies.,restaurants,Varies,,family,"435 Wabasha St N, St. Paul, MN 55102",44.94891,-93.09744,https://candylandstore.com/wp-content/uploads/2016/08/Candyland-Web-16.jpg,curated,,,,https://candylandstore.com,False,,,"family-dining,candy,sweets,popcorn,dessert,kids,family,st-paul,twin-cities,saint-paul","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Broadway Bar & Pizza - Coon Rapids,"Family pizza spot known for a kid-thrilling model train that delivers around the dining room, plus a Monday kids-eat-free deal (confirm current terms).",restaurants,Varies,,family,"3420 129th Ave NW, Coon Rapids, MN 55448",45.20552,-93.35349,https://www.exploreminnesota.com/sites/default/files/styles/listing_slideshow/public/listing_images/04102fbc2dfdd5e9aaeb0c211290fa26157cceeb_37.jpg,curated,,,,https://www.broadwaypizza.com,True,Mondays (Family Night): kids eat free at participating locations,,"family-dining,pizza,entertainment,kids-menu,kids,family,coon-rapids,north-metro,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Davanni's Pizza & Hot Hoagies - St. Paul (Suburban Ave),"A quintessential Twin Cities family pizza-and-hoagies spot (since 1975) — casual, quick and kid-friendly, with pizza, hot hoagies and pasta.",restaurants,Varies,,family,"Suburban Ave, St. Paul, MN",44.95029,-93.02447,https://saint-paul-2022.s3.amazonaws.com/imager/files_idss_com/C17/568613ba-d7e9-4b91-9c6a-aa5eca2030c2/831e782c-e579-46c2-9251-92b64594a186_2a23813dca470163f0b2610639f888f1.jpg,curated,,,,https://www.davannis.com,False,,,"family-dining,pizza,hoagies,kids,family,twin-cities,st-paul,east-metro","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Davanni's Pizza & Hot Hoagies - Arden Hills,"A quintessential Twin Cities family pizza-and-hoagies spot (since 1975) — casual, quick and kid-friendly, with pizza, hot hoagies and pasta.",restaurants,Varies,,family,"3673 Lexington Ave N, Arden Hills, MN 55126",45.05223,-93.14854,https://saint-paul-2022.s3.amazonaws.com/imager/files_idss_com/C17/568613ba-d7e9-4b91-9c6a-aa5eca2030c2/831e782c-e579-46c2-9251-92b64594a186_2a23813dca470163f0b2610639f888f1.jpg,curated,,,,https://www.davannis.com,False,,,"family-dining,pizza,hoagies,kids,family,twin-cities,arden-hills,north-metro","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Davanni's Pizza & Hot Hoagies - Bloomington,"A quintessential Twin Cities family pizza-and-hoagies spot (since 1975) — casual, quick and kid-friendly, with pizza, hot hoagies and pasta.",restaurants,Varies,,family,"8605 Lyndale Ave S, Bloomington, MN 55420",44.84759,-93.28809,https://saint-paul-2022.s3.amazonaws.com/imager/files_idss_com/C17/568613ba-d7e9-4b91-9c6a-aa5eca2030c2/831e782c-e579-46c2-9251-92b64594a186_2a23813dca470163f0b2610639f888f1.jpg,curated,,,,https://www.davannis.com,False,,,"family-dining,pizza,hoagies,kids,family,twin-cities,bloomington,south-metro","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Davanni's Pizza & Hot Hoagies - Minnetonka,"A quintessential Twin Cities family pizza-and-hoagies spot (since 1975) — casual, quick and kid-friendly, with pizza, hot hoagies and pasta.",restaurants,Varies,,family,"Minnetonka, MN",44.92159,-93.4739,https://saint-paul-2022.s3.amazonaws.com/imager/files_idss_com/C17/568613ba-d7e9-4b91-9c6a-aa5eca2030c2/831e782c-e579-46c2-9251-92b64594a186_2a23813dca470163f0b2610639f888f1.jpg,curated,,,,https://www.davannis.com,False,,,"family-dining,pizza,hoagies,kids,family,twin-cities,minnetonka,west-metro","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Davanni's Pizza & Hot Hoagies - Eden Prairie,"A quintessential Twin Cities family pizza-and-hoagies spot (since 1975) — casual, quick and kid-friendly, with pizza, hot hoagies and pasta.",restaurants,Varies,,family,"8061 Flying Cloud Dr, Eden Prairie, MN 55344",44.85756,-93.4255,https://saint-paul-2022.s3.amazonaws.com/imager/files_idss_com/C17/568613ba-d7e9-4b91-9c6a-aa5eca2030c2/831e782c-e579-46c2-9251-92b64594a186_2a23813dca470163f0b2610639f888f1.jpg,curated,,,,https://www.davannis.com,False,,,"family-dining,pizza,hoagies,kids,family,twin-cities,eden-prairie,west-metro","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
